PRISM Time Series Data
Location:  Lat: 35.3667   Lon: -101.3947   Elev: 3458ft
"Climate variables: ppt,tmin,tmean,tmax,tdmean,vpdmin,vpdmax"
Spatial resolution: 4km
Period: 2008-01-01 - 2020-12-31
Dataset: AN81d
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: On
Time series generated: 2021-Jul-18
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Date,ppt (inches),tmin (degrees F),tmean (degrees F),tmax (degrees F),tdmean (degrees F),vpdmin (hPa),vpdmax (hPa)
2014-09-21,0.00,62.3,73.7,85.2,64.2,0.32,22.18
2014-09-22,0.62,58.1,70.6,83.0,59.7,0.38,20.45
2014-09-23,0.00,58.1,67.2,76.4,53.7,2.43,17.05
2014-09-24,0.00,60.2,71.4,82.7,58.7,1.72,22.13
2014-09-25,0.04,54.1,65.1,76.1,58.2,0.38,12.11
2014-09-26,0.00,54.7,66.9,79.1,55.6,0.79,18.90
2014-09-27,0.00,55.5,67.0,78.5,53.0,1.11,21.46
2014-09-28,0.00,56.6,67.6,78.6,56.0,0.98,19.09
2014-09-29,0.00,56.6,67.7,78.7,54.5,1.16,20.13
2014-09-30,0.00,57.9,68.9,80.0,55.5,2.23,20.50
2014-10-01,0.00,51.8,68.1,84.3,49.2,1.04,30.13
2014-10-02,0.00,51.8,68.1,84.4,43.3,2.88,32.58
2014-10-03,0.00,49.2,60.1,71.0,38.9,4.24,18.79
2014-10-04,0.00,42.6,54.6,66.5,32.8,2.36,16.45
2014-10-05,0.00,46.5,61.0,75.5,41.2,2.63,21.47
2014-10-06,0.00,50.2,66.5,82.8,43.7,2.07,29.81
2014-10-07,0.00,50.3,67.1,83.9,43.1,3.64,30.47
2014-10-08,0.00,50.4,69.3,88.1,41.3,3.12,38.17
2014-10-09,0.00,52.2,70.2,88.3,50.6,2.59,36.80
2014-10-10,0.05,59.4,70.6,81.9,57.1,1.63,21.71
2014-10-11,0.00,44.5,50.8,57.1,46.8,0.44,3.05
2014-10-12,0.00,42.9,53.3,63.6,42.3,0.49,10.55
2014-10-13,0.58,44.8,62.8,80.7,45.0,0.68,27.46
2014-10-14,0.00,42.7,52.5,62.4,34.8,2.26,13.23
2014-10-15,0.00,38.7,55.1,71.6,34.9,1.44,20.35
2014-10-16,0.00,42.8,62.9,82.9,36.8,2.26,32.34
2014-10-17,0.00,50.4,67.5,84.6,36.4,3.97,34.71
2014-10-18,0.00,44.9,59.1,73.3,39.1,1.79,21.01
2014-10-19,0.00,45.4,57.0,68.6,41.5,1.38,16.07
2014-10-20,0.00,49.3,62.0,74.7,52.9,0.66,14.42
2014-10-21,0.00,51.1,65.3,79.5,52.0,0.30,21.98
2014-10-22,0.00,51.2,63.2,75.1,50.2,1.07,18.82
2014-10-23,0.57,54.7,61.7,68.8,57.8,0.14,7.64
2014-10-24,0.00,49.6,63.9,78.2,55.1,0.11,17.99
2014-10-25,0.00,50.1,67.8,85.6,46.6,0.71,33.78
2014-10-26,0.00,54.7,70.5,86.3,48.1,3.78,32.79
2014-10-27,0.00,57.1,72.7,88.4,43.7,4.61,38.35
2014-10-28,0.00,38.1,55.0,72.0,38.3,2.10,16.83
2014-10-29,0.00,39.1,52.0,64.8,32.4,1.94,15.00
2014-10-30,0.00,40.2,55.2,70.2,38.5,1.66,17.17
2014-10-31,0.00,36.5,53.9,71.2,31.7,0.86,20.75
2014-11-01,0.00,34.3,47.5,60.7,28.0,1.37,12.92
2014-11-02,0.00,40.9,52.4,63.8,34.1,3.26,13.08
2014-11-03,0.02,52.7,62.9,73.0,47.6,2.30,16.88
2014-11-04,0.04,37.9,51.0,64.0,48.0,0.48,6.43
2014-11-05,0.00,34.8,45.0,55.2,33.5,0.54,9.02
2014-11-06,0.00,34.9,51.1,67.2,28.5,1.24,18.65
2014-11-07,0.00,39.9,53.5,67.1,33.4,2.31,16.67
2014-11-08,0.00,45.4,59.7,74.0,33.5,3.83,22.88
2014-11-09,0.00,42.2,53.1,64.0,36.5,2.08,13.39
2014-11-10,0.00,45.4,61.5,77.7,32.7,3.39,27.56
2014-11-11,0.00,18.4,50.1,81.8,23.4,1.15,32.47
2014-11-12,0.00,13.1,23.6,34.1,7.8,0.63,4.53
2014-11-13,0.00,12.3,17.8,23.4,4.2,0.56,2.64
2014-11-14,0.00,17.3,21.1,25.0,4.9,1.21,2.79
2014-11-15,0.00,19.3,30.2,41.0,15.7,1.14,5.58
2014-11-16,0.16,20.8,44.1,67.4,22.2,0.56,18.36
2014-11-17,0.11,11.5,17.6,23.6,10.8,0.33,1.73
2014-11-18,0.01,6.8,22.8,38.8,15.2,0.33,4.73
2014-11-19,0.00,19.6,37.0,54.5,21.3,0.66,11.03
2014-11-20,0.00,25.5,40.3,55.2,23.1,0.63,10.93
2014-11-21,0.00,28.0,41.5,55.0,27.5,0.38,9.53
2014-11-22,0.00,25.3,43.5,61.6,34.4,0.16,12.16
2014-11-23,0.00,38.0,54.0,70.1,34.4,0.60,20.02
2014-11-24,0.00,31.5,43.1,54.6,26.1,1.29,9.30
2014-11-25,0.00,26.1,39.1,52.2,17.2,0.84,11.05
2014-11-26,0.00,23.2,38.3,53.4,16.6,0.79,11.47
2014-11-27,0.00,27.9,42.6,57.4,23.0,1.18,11.96
2014-11-28,0.00,25.9,42.2,58.5,27.0,1.06,11.51
2014-11-29,0.00,34.5,58.2,81.9,20.6,1.98,34.86
2014-11-30,0.00,44.2,65.9,87.6,15.6,6.64,43.24
2014-12-01,0.00,15.4,43.9,72.4,12.1,1.51,24.44
2014-12-02,0.00,13.0,22.2,31.3,-0.0,1.18,4.54
2014-12-03,0.00,23.4,42.7,62.0,18.4,1.93,15.91
2014-12-04,0.00,30.4,40.1,49.7,30.1,0.13,6.83
2014-12-05,0.03,32.7,42.4,52.1,41.7,0.02,4.75
2014-12-06,0.00,32.8,46.8,60.8,39.1,0.12,9.17
2014-12-07,0.00,31.1,43.1,55.1,36.7,0.31,7.65
2014-12-08,0.00,33.7,48.5,63.2,37.7,0.57,11.63
2014-12-09,0.00,31.9,48.4,64.9,33.5,0.38,15.15
2014-12-10,0.00,35.1,49.5,63.8,40.1,0.25,11.80
2014-12-11,0.00,34.5,44.0,53.5,41.8,0.02,3.83
2014-12-12,0.00,37.9,48.7,59.6,43.1,0.07,7.79
2014-12-13,0.00,42.6,54.7,66.8,46.3,0.07,12.94
2014-12-14,0.03,45.1,56.9,68.7,49.4,0.04,13.68
2014-12-15,0.00,32.8,44.9,56.9,31.1,0.87,11.20
2014-12-16,0.00,22.5,36.2,49.9,25.3,0.39,7.44
2014-12-17,0.00,23.3,37.9,52.6,21.5,0.72,10.20
2014-12-18,0.01,30.8,35.6,40.3,32.9,0.08,3.16
2014-12-19,0.32,32.3,36.5,40.7,32.6,0.17,2.40
2014-12-20,0.00,31.3,35.9,40.5,34.6,0.09,1.54
2014-12-21,0.00,30.0,40.9,51.8,33.4,0.02,7.21
2014-12-22,0.00,28.3,43.3,58.4,29.3,0.21,11.98
2014-12-23,0.00,31.5,41.5,51.5,28.9,0.49,8.29
2014-12-24,0.00,22.2,30.8,39.3,23.5,0.54,3.91
2014-12-25,0.00,21.0,34.1,47.2,15.0,0.83,8.75
2014-12-26,0.00,30.1,44.5,59.0,18.9,1.60,14.26
2014-12-27,0.00,21.2,30.1,39.1,23.5,0.30,3.19
2014-12-28,0.00,13.6,24.3,35.0,13.6,0.41,4.20
2014-12-29,0.00,13.6,30.9,48.1,13.7,0.32,8.94
2014-12-30,0.00,12.2,28.4,44.6,17.9,0.27,6.27
2014-12-31,0.00,3.3,7.8,12.2,3.6,0.26,0.61
2015-01-01,0.00,4.0,11.9,19.8,9.7,0.18,0.87
2015-01-02,0.00,14.6,21.4,28.2,20.2,0.06,0.99
2015-01-03,0.16,18.4,26.0,33.7,19.5,0.14,3.41
2015-01-04,0.01,9.4,21.3,33.3,21.3,0.12,1.01
2015-01-05,0.00,7.2,18.2,29.2,11.3,0.30,2.74
2015-01-06,0.00,20.9,37.1,53.4,26.3,0.34,8.98
2015-01-07,0.00,20.3,35.8,51.3,26.2,0.39,7.75
2015-01-08,0.00,15.3,19.5,23.7,7.6,0.44,2.05
2015-01-09,0.00,19.9,37.4,54.9,22.7,0.75,10.04
2015-01-10,0.00,20.1,24.7,29.3,8.9,1.20,3.44
2015-01-11,0.00,20.8,33.4,45.9,18.9,0.24,7.04
2015-01-12,0.00,22.6,40.7,58.9,27.3,0.17,11.66
2015-01-13,0.00,18.0,23.1,28.1,13.6,0.32,2.39
2015-01-14,0.00,19.6,27.4,35.2,18.2,0.30,3.46
2015-01-15,0.00,21.8,27.5,33.3,25.0,0.18,1.66
2015-01-16,0.00,22.6,38.4,54.2,21.6,0.31,10.67
2015-01-17,0.00,26.2,45.6,65.1,20.7,1.12,18.09
2015-01-18,0.00,28.6,44.0,59.4,18.8,1.97,14.00
2015-01-19,0.00,32.6,50.5,68.4,20.0,2.61,20.22
2015-01-20,0.00,32.2,51.7,71.1,21.8,2.42,22.60
2015-01-21,0.00,31.0,40.5,49.9,30.6,0.48,6.39
2015-01-22,0.73,28.1,33.6,39.2,30.7,0.04,2.40
2015-01-23,0.00,11.7,21.6,31.4,21.6,0.00,1.04
2015-01-24,0.01,12.2,23.2,34.3,21.3,0.23,2.05
2015-01-25,0.00,25.1,34.6,44.1,27.5,0.81,4.22
2015-01-26,0.00,33.2,43.4,53.7,29.7,1.10,8.02
2015-01-27,0.00,37.1,53.5,69.9,32.2,1.92,19.11
2015-01-28,0.00,39.1,55.8,72.5,33.5,2.21,21.46
2015-01-29,0.00,40.5,55.4,70.3,33.7,2.06,19.25
2015-01-30,0.00,35.1,41.6,48.1,27.8,1.54,6.89
2015-01-31,0.29,32.6,36.6,40.6,29.5,0.16,3.59
2015-02-01,0.22,32.9,37.4,41.9,37.1,0.10,0.81
2015-02-02,0.00,18.8,28.7,38.5,21.4,0.34,3.80
2015-02-03,0.00,25.8,39.9,53.9,25.8,0.51,8.62
2015-02-04,0.00,22.6,42.7,62.8,33.7,0.08,12.51
2015-02-05,0.00,20.1,34.8,49.5,24.1,0.11,5.38
2015-02-06,0.00,20.7,34.9,49.0,27.2,0.27,6.11
2015-02-07,0.00,29.8,54.6,79.4,26.5,0.72,30.58
2015-02-08,0.00,39.6,60.9,82.3,21.9,3.66,34.71
2015-02-09,0.00,38.6,56.7,74.8,24.2,3.06,25.76
2015-02-10,0.00,39.1,57.4,75.7,28.4,2.91,25.74
2015-02-11,0.00,36.9,52.8,68.7,31.1,1.29,18.29
2015-02-12,0.00,30.7,36.1,41.6,28.8,1.25,2.90
2015-02-13,0.00,22.6,38.5,54.4,20.9,0.42,11.03
2015-02-14,0.00,32.4,50.0,67.5,25.7,1.54,18.65
2015-02-15,0.00,33.4,54.9,76.3,29.8,1.02,26.39
2015-02-16,0.00,23.5,29.7,35.9,18.4,0.48,3.37
2015-02-17,0.01,21.6,32.4,43.3,23.4,0.24,5.68
2015-02-18,0.02,28.4,36.5,44.5,21.4,0.62,6.40
2015-02-19,0.00,21.1,38.1,55.1,22.6,0.51,10.96
2015-02-20,0.00,24.3,46.8,69.2,27.5,0.29,19.68
2015-02-21,0.00,28.3,50.4,72.4,29.0,0.53,22.93
2015-02-22,0.04,27.4,40.0,52.7,30.2,0.44,8.20
2015-02-23,0.06,12.4,18.5,24.7,13.6,0.14,0.47
2015-02-24,0.09,10.2,14.6,19.1,12.3,0.20,0.77
2015-02-25,0.00,11.7,27.3,42.9,22.3,0.04,5.31
2015-02-26,0.00,23.0,39.2,55.3,27.8,0.42,10.00
2015-02-27,0.07,16.2,22.1,27.9,9.7,0.69,2.71
2015-02-28,0.10,10.5,13.3,16.1,9.1,0.19,1.02
2015-03-01,0.00,10.8,18.7,26.6,18.1,0.02,1.08
2015-03-02,0.01,21.1,26.7,32.2,25.8,0.00,1.04
2015-03-03,0.00,26.2,32.4,38.7,30.0,0.19,2.02
2015-03-04,0.02,30.3,42.7,55.1,35.1,0.38,7.30
2015-03-05,0.03,16.8,21.1,25.4,17.1,0.22,0.93
2015-03-06,0.00,12.4,28.9,45.4,20.8,0.28,6.82
2015-03-07,0.00,23.9,42.9,62.0,27.4,0.49,14.18
2015-03-08,0.00,27.0,45.9,64.8,29.4,0.80,16.86
2015-03-09,0.00,35.6,50.6,65.7,35.4,0.51,14.99
2015-03-10,0.00,36.8,49.8,62.8,37.5,0.37,12.07
2015-03-11,0.00,34.1,51.8,69.4,35.4,0.16,18.85
2015-03-12,0.00,35.8,53.8,71.8,31.9,0.51,21.78
2015-03-13,0.00,36.2,53.1,70.0,31.5,1.35,19.78
2015-03-14,0.00,36.2,53.3,70.4,30.6,1.13,20.60
2015-03-15,0.00,34.3,49.7,65.0,19.6,2.73,18.32
2015-03-16,0.00,30.1,50.4,70.6,22.4,1.95,21.84
2015-03-17,0.00,38.3,60.5,82.7,33.0,2.73,32.45
2015-03-18,0.09,37.3,44.7,52.1,31.4,0.52,8.38
2015-03-19,0.00,38.2,49.6,61.1,42.6,0.21,8.81
2015-03-20,0.05,39.4,45.9,52.5,44.5,0.06,1.38
2015-03-21,0.00,37.5,49.3,61.1,40.6,0.07,9.89
2015-03-22,0.00,39.2,53.5,67.8,42.4,0.31,14.61
2015-03-23,0.00,43.9,61.3,78.6,38.3,0.82,28.84
2015-03-24,0.00,44.6,61.4,78.3,34.0,1.11,27.57
2015-03-25,0.00,47.3,61.2,75.1,30.3,3.07,25.45
2015-03-26,0.00,30.0,50.9,71.9,34.0,0.27,19.93
2015-03-27,0.00,35.9,50.2,64.4,23.1,1.29,17.27
2015-03-28,0.00,38.9,55.4,71.9,30.6,2.54,21.63
2015-03-29,0.00,46.7,65.6,84.6,31.6,3.86,36.43
2015-03-30,0.00,46.6,60.2,73.7,27.3,5.43,24.20
2015-03-31,0.00,42.7,60.5,78.4,36.1,1.97,27.18
2015-04-01,0.00,46.1,66.0,85.9,38.5,1.92,37.04
2015-04-02,0.00,46.2,66.4,86.5,33.1,2.01,38.32
2015-04-03,0.00,39.9,61.1,82.3,30.7,2.12,33.65
2015-04-04,0.00,32.4,43.8,55.2,26.7,2.04,9.67
2015-04-05,0.00,35.0,52.3,69.5,21.1,3.20,21.33
2015-04-06,0.00,42.9,61.7,80.6,39.1,1.50,28.98
2015-04-07,0.00,46.3,65.9,85.4,26.3,3.40,38.21
2015-04-08,0.00,48.8,67.5,86.3,22.7,5.67,40.05
2015-04-09,0.00,46.0,67.5,89.0,36.4,2.97,41.02
2015-04-10,0.00,32.7,52.9,73.1,30.0,1.08,23.68
2015-04-11,0.01,31.6,50.4,69.3,32.0,0.98,18.96
2015-04-12,0.00,44.1,58.0,71.8,51.7,0.64,14.09
2015-04-13,0.00,52.5,67.1,81.8,47.2,0.76,29.55
2015-04-14,0.00,36.2,50.1,64.1,34.3,0.94,15.47
2015-04-15,0.00,35.7,52.2,68.7,36.4,0.39,17.99
2015-04-16,0.35,46.5,63.8,81.1,42.6,1.02,29.47
2015-04-17,0.56,45.5,59.4,73.4,50.4,0.26,16.21
2015-04-18,0.00,41.5,55.6,69.7,43.8,0.09,17.32
2015-04-19,0.00,40.2,56.2,72.2,34.6,0.71,22.36
2015-04-20,0.00,36.2,48.8,61.4,32.4,1.65,12.74
2015-04-21,0.21,37.4,52.3,67.1,33.2,1.02,17.14
2015-04-22,0.04,42.6,60.1,77.5,41.7,1.02,25.71
2015-04-23,0.43,50.7,62.2,73.7,51.6,0.28,15.22
2015-04-24,0.00,51.0,59.4,67.9,53.0,0.24,9.39
2015-04-25,0.00,47.5,61.7,75.8,34.7,2.52,24.80
2015-04-26,0.00,46.6,63.2,79.7,31.2,3.19,29.98
2015-04-27,1.87,44.1,57.9,71.7,45.1,0.17,16.18
2015-04-28,0.34,37.9,43.3,48.6,40.2,0.08,2.75
2015-04-29,0.00,38.7,50.5,62.3,37.5,0.81,12.04
2015-04-30,0.00,41.3,55.8,70.2,39.3,1.24,17.66
2015-05-01,0.00,45.2,62.0,78.7,40.0,1.51,26.20
2015-05-02,0.00,49.5,64.2,78.8,43.5,2.50,25.20
2015-05-03,0.00,54.7,68.7,82.6,43.3,3.85,29.89
2015-05-04,0.75,54.9,69.6,84.3,48.5,1.99,30.07
2015-05-05,0.97,55.0,66.6,78.1,55.1,0.28,19.18
2015-05-06,0.85,51.2,60.8,70.4,53.7,0.21,10.24
2015-05-07,0.00,56.7,67.2,77.7,51.8,0.85,21.56
2015-05-08,0.01,51.2,62.1,73.1,54.9,0.23,14.00
2015-05-09,1.08,47.7,57.1,66.6,55.7,0.01,7.44
2015-05-10,0.26,44.0,59.7,75.4,44.4,0.23,22.02
2015-05-11,0.00,42.9,57.0,71.1,38.8,2.23,18.24
2015-05-12,0.00,39.4,52.4,65.5,39.3,0.57,13.27
2015-05-13,0.00,46.2,57.2,68.2,45.4,0.76,14.09
2015-05-14,1.10,49.3,57.4,65.6,55.2,0.03,4.80
2015-05-15,0.12,53.4,66.8,80.2,53.0,0.37,23.45
2015-05-16,1.01,54.7,66.5,78.3,55.4,0.32,19.81
2015-05-17,0.18,46.9,61.0,75.1,47.8,0.31,18.63
2015-05-18,0.00,48.6,62.3,76.0,43.0,2.12,22.24
2015-05-19,0.03,56.7,67.4,78.1,53.6,1.09,20.13
2015-05-20,0.92,41.4,57.9,74.5,54.6,0.06,12.23
2015-05-21,0.00,43.6,50.8,58.0,43.8,0.39,5.99
2015-05-22,0.64,44.1,50.1,56.1,46.2,0.14,5.11
2015-05-23,1.18,49.9,56.3,62.7,54.8,0.14,4.08
2015-05-24,1.15,53.0,58.9,64.9,56.5,0.18,3.65
2015-05-25,0.00,51.0,63.7,76.4,51.2,0.43,19.60
2015-05-26,0.00,50.7,61.8,73.0,49.5,1.05,15.68
2015-05-27,0.00,55.7,67.0,78.4,54.5,1.20,18.94
2015-05-28,0.01,57.1,70.3,83.6,58.5,1.05,22.69
2015-05-29,0.02,56.7,63.7,70.8,55.2,1.41,11.45
2015-05-30,0.00,53.7,65.9,78.0,54.8,0.78,18.19
2015-05-31,0.00,52.5,62.3,72.1,50.3,1.21,14.48
2015-06-01,0.02,56.3,67.4,78.5,57.6,1.82,16.43
2015-06-02,0.00,60.6,72.4,84.1,58.4,1.53,24.45
2015-06-03,0.00,60.4,74.3,88.1,59.9,0.98,29.40
2015-06-04,0.00,61.1,75.3,89.6,62.3,0.53,30.43
2015-06-05,0.00,65.5,78.1,90.7,60.5,2.88,33.65
2015-06-06,0.00,63.5,74.8,86.0,59.9,2.12,27.46
2015-06-07,0.00,63.0,74.1,85.1,57.9,2.41,26.44
2015-06-08,0.06,61.1,74.5,87.9,60.9,0.43,26.98
2015-06-09,0.00,65.2,75.4,85.7,60.6,2.31,25.89
2015-06-10,0.18,63.1,76.4,89.7,62.0,1.05,29.98
2015-06-11,0.00,67.7,78.6,89.5,57.6,5.36,32.58
2015-06-12,1.27,61.8,77.5,93.1,61.5,0.53,35.79
2015-06-13,0.08,60.0,66.1,72.2,63.6,0.14,6.16
2015-06-14,1.17,59.2,69.2,79.2,62.3,0.23,14.01
2015-06-15,1.68,59.0,70.3,81.6,62.1,0.25,16.31
2015-06-16,0.00,59.2,68.8,78.3,62.0,0.12,14.30
2015-06-17,0.00,59.8,70.6,81.4,62.4,0.08,19.18
2015-06-18,0.00,63.9,74.0,84.0,64.8,0.11,21.21
2015-06-19,0.00,63.9,76.6,89.3,62.9,0.64,28.96
2015-06-20,0.00,67.3,78.1,88.9,61.1,2.96,30.70
2015-06-21,0.00,67.7,78.9,90.0,62.0,1.93,31.43
2015-06-22,0.00,66.9,78.7,90.5,64.1,2.00,30.04
2015-06-23,0.00,64.8,76.8,88.8,62.4,2.54,27.13
2015-06-24,0.00,64.9,76.7,88.4,59.0,3.55,31.06
2015-06-25,0.00,65.9,77.1,88.2,59.1,4.58,29.78
2015-06-26,0.01,67.5,79.0,90.4,61.3,4.47,31.78
2015-06-27,0.00,63.5,74.6,85.7,60.4,3.35,24.69
2015-06-28,0.00,63.8,74.5,85.3,57.1,3.38,27.30
2015-06-29,0.00,65.6,79.4,93.2,58.0,4.75,38.76
2015-06-30,0.00,61.4,75.2,89.1,58.9,1.82,30.03
2015-07-01,0.00,62.6,76.1,89.6,56.4,2.41,34.40
2015-07-02,0.35,66.7,80.5,94.4,59.1,3.45,41.24
2015-07-03,1.05,63.7,75.9,88.1,62.9,1.01,27.23
2015-07-04,0.22,61.8,74.2,86.6,61.8,0.93,26.28
2015-07-05,0.00,62.6,76.1,89.6,61.5,1.25,30.68
2015-07-06,0.00,66.5,77.7,88.9,62.6,2.70,29.13
2015-07-07,1.29,60.8,74.3,87.9,64.8,0.00,23.57
2015-07-08,0.02,56.3,62.1,67.9,58.8,0.14,6.53
2015-07-09,1.88,58.5,69.0,79.5,61.1,0.48,15.58
2015-07-10,0.17,63.8,72.7,81.7,64.7,1.09,15.26
2015-07-11,0.00,65.8,74.3,82.8,65.4,1.57,16.58
2015-07-12,0.00,68.4,77.2,86.1,65.4,3.09,21.25
2015-07-13,0.00,69.0,83.0,97.0,62.9,4.44,43.78
2015-07-14,0.00,68.7,82.9,97.2,61.2,5.09,43.44
2015-07-15,0.00,67.6,81.2,94.8,61.7,4.47,37.54
2015-07-16,0.00,63.7,77.3,90.8,60.0,1.62,33.75
2015-07-17,0.47,69.8,80.1,90.3,61.8,5.36,29.61
2015-07-18,0.00,69.3,81.3,93.3,62.9,4.42,33.87
2015-07-19,0.00,68.7,81.5,94.3,61.9,4.80,37.02
2015-07-20,0.00,66.0,79.6,93.1,63.1,2.31,34.96
2015-07-21,0.77,62.9,75.7,88.5,65.8,0.04,24.05
2015-07-22,0.00,63.8,74.8,85.7,66.7,0.01,20.80
2015-07-23,0.00,69.0,79.9,90.8,65.7,0.95,29.05
2015-07-24,0.00,70.8,81.1,91.4,64.3,4.94,30.60
2015-07-25,0.00,70.7,82.5,94.3,63.5,5.95,34.77
2015-07-26,0.00,69.9,82.1,94.3,62.7,4.48,36.94
2015-07-27,0.00,70.0,82.3,94.5,63.5,4.34,36.83
2015-07-28,0.00,70.1,82.0,94.0,63.6,4.63,34.21
2015-07-29,0.06,66.5,80.5,94.5,62.7,1.59,37.14
2015-07-30,0.03,66.2,77.3,88.4,65.8,0.66,24.72
2015-07-31,0.09,66.5,76.5,86.4,67.1,0.39,20.86
2015-08-01,0.40,64.8,74.3,83.8,65.4,0.49,19.73
2015-08-02,0.03,65.8,75.1,84.4,67.2,0.78,17.10
2015-08-03,1.04,66.0,78.5,91.0,65.9,0.92,28.84
2015-08-04,0.07,64.6,75.8,87.0,66.0,0.71,21.31
2015-08-05,0.00,66.2,78.0,89.8,66.1,1.72,27.18
2015-08-06,0.00,68.6,81.2,93.7,66.6,2.44,31.89
2015-08-07,0.00,70.4,85.2,100.0,61.4,5.34,49.54
2015-08-08,0.00,68.8,83.1,97.5,58.5,6.22,47.13
2015-08-09,0.15,69.4,82.3,95.1,62.0,4.58,38.99
2015-08-10,0.00,68.8,82.6,96.3,63.4,3.84,40.42
2015-08-11,0.41,66.5,76.8,87.1,65.3,1.22,23.06
2015-08-12,0.00,65.9,76.7,87.4,66.2,0.84,22.99
2015-08-13,0.00,64.8,77.4,89.9,63.8,1.85,27.18
2015-08-14,0.00,65.6,81.3,97.0,62.2,2.97,43.43
2015-08-15,0.00,65.0,77.7,90.4,65.1,0.94,27.74
2015-08-16,0.05,65.7,78.1,90.6,62.9,1.73,28.99
2015-08-17,0.33,62.7,77.1,91.5,60.8,1.43,32.40
2015-08-18,0.22,63.9,75.9,87.8,62.0,1.38,26.17
2015-08-19,0.27,58.8,73.9,88.9,61.3,0.84,27.05
2015-08-20,0.03,54.8,63.9,73.1,53.8,0.90,14.77
2015-08-21,0.00,55.6,67.2,78.7,56.8,0.74,18.24
2015-08-22,0.00,62.1,74.2,86.3,63.0,0.54,22.90
2015-08-23,0.00,62.2,79.0,95.8,59.9,2.89,42.12
2015-08-24,0.00,55.9,63.4,70.8,51.6,1.97,13.09
2015-08-25,0.00,57.2,72.0,86.9,59.7,1.30,25.91
2015-08-26,0.00,63.7,77.6,91.5,62.3,1.29,33.00
2015-08-27,0.00,65.5,79.0,92.6,58.5,3.73,37.27
2015-08-28,0.10,65.8,79.5,93.2,57.4,3.63,38.57
2015-08-29,0.06,63.8,77.3,90.8,60.3,2.07,32.58
2015-08-30,0.00,59.2,74.0,88.9,57.8,1.89,32.47
2015-08-31,0.00,58.3,73.7,89.2,54.3,1.81,34.82
2015-09-01,0.00,62.1,76.7,91.3,52.8,4.61,37.78
2015-09-02,0.00,63.6,78.0,92.3,55.6,4.31,37.41
2015-09-03,0.00,65.4,79.1,92.7,55.2,6.08,38.34
2015-09-04,0.00,66.7,80.9,95.2,54.9,7.16,43.37
2015-09-05,0.00,66.8,80.0,93.3,56.6,5.71,39.06
2015-09-06,0.00,65.9,79.7,93.5,57.8,4.56,39.29
2015-09-07,0.01,65.7,80.5,95.3,59.3,3.75,40.66
2015-09-08,0.00,67.7,81.8,96.0,59.9,4.74,42.23
2015-09-09,0.00,63.0,74.7,86.5,63.4,0.35,23.98
2015-09-10,0.00,61.0,73.7,86.5,59.7,0.43,29.15
2015-09-11,0.27,60.9,75.5,90.0,56.5,0.85,35.26
2015-09-12,0.31,58.6,66.5,74.4,56.8,1.27,13.04
2015-09-13,0.00,58.0,68.7,79.4,55.8,2.14,16.70
2015-09-14,0.00,59.0,76.0,93.0,54.7,3.65,38.76
2015-09-15,0.00,63.3,80.3,97.3,49.9,6.24,50.37
2015-09-16,0.00,62.6,76.8,91.1,51.4,5.70,39.04
2015-09-17,0.00,66.9,80.7,94.6,58.2,4.78,41.45
2015-09-18,0.00,68.4,82.7,97.0,57.6,5.17,46.65
2015-09-19,0.00,58.0,75.1,92.1,52.8,5.06,37.97
2015-09-20,0.00,57.4,65.8,74.2,51.8,2.30,16.78
2015-09-21,0.35,60.2,75.4,90.5,58.2,1.11,36.50
2015-09-22,0.00,61.8,76.9,92.0,56.9,1.14,38.82
2015-09-23,0.03,64.1,74.0,83.8,57.0,3.61,25.29
2015-09-24,0.19,62.1,71.4,80.8,58.8,1.20,20.76
2015-09-25,0.00,55.4,64.9,74.5,56.9,0.70,13.58
2015-09-26,0.00,54.8,69.7,84.6,53.8,0.62,28.69
2015-09-27,0.00,54.3,67.0,79.7,55.8,0.83,19.99
2015-09-28,0.00,55.3,69.8,84.2,52.4,0.99,27.50
2015-09-29,0.00,55.8,71.6,87.5,51.0,2.78,32.59
2015-09-30,0.00,55.9,71.0,86.1,53.4,1.31,29.82
2015-10-01,0.00,57.4,71.5,85.7,54.5,0.83,29.21
2015-10-02,0.00,53.6,69.1,84.6,56.0,1.25,25.15
2015-10-03,0.16,50.6,59.8,68.9,44.5,1.39,14.27
2015-10-04,0.41,48.2,51.5,54.8,46.9,0.42,4.93
2015-10-05,0.31,50.0,53.5,57.0,52.0,0.19,2.63
2015-10-06,0.04,51.4,58.1,64.8,52.8,0.51,7.32
2015-10-07,0.00,52.2,66.7,81.2,53.7,1.27,21.83
2015-10-08,0.00,55.9,66.2,76.4,55.2,0.90,16.56
2015-10-09,0.00,55.6,64.8,74.0,58.0,0.76,12.51
2015-10-10,0.00,52.4,60.2,67.9,53.9,0.48,9.23
2015-10-11,0.00,57.3,70.0,82.7,57.0,1.06,23.44
2015-10-12,0.00,57.5,73.7,89.9,51.3,1.43,37.21
2015-10-13,0.00,48.4,62.7,77.1,36.7,3.26,25.74
2015-10-14,0.00,49.4,67.5,85.5,42.3,2.58,33.60
2015-10-15,0.00,50.3,69.9,89.5,46.4,2.06,38.76
2015-10-16,0.00,51.5,69.8,88.1,44.8,2.47,35.17
